City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
324,Clifton,US,40.8584,-74.1638,73.74,89,90,1.99,mist
325,Atambua,ID,-9.1061,124.8925,76.95,63,26,3.09,scattered clouds
326,Arlit,NE,18.7369,7.3853,95.52,30,64,11.54,broken clouds
327,Matagami,CA,49.7502,-77.6328,48.31,93,90,18.41,overcast clouds
328,Bethel,US,41.3712,-73.414,72.75,92,100,1.99,overcast clouds
329,Beyneu,KZ,45.3167,55.2,77.94,17,8,7.78,clear sky
330,Katsuura,JP,35.1333,140.3,84.31,79,30,6.98,scattered clouds
331,Merauke,ID,-8.4667,140.3333,80.04,82,70,10.45,broken clouds
332,Buin,CL,-33.7333,-70.75,61.05,35,0,3.4,clear sky
333,Kirakira,SB,-10.4544,161.9205,85.26,67,3,5.75,clear sky
334,Paamiut,GL,61.994,-49.6678,45.28,82,70,3.11,broken clouds
335,Storslett,NO,69.7678,21.0247,50.72,73,100,7.85,light rain
336,Tautira,PF,-17.7333,-149.15,80.62,77,71,7.09,broken clouds
337,Ginda,IN,30.6945,78.4932,65.19,87,95,3.31,overcast clouds
338,Coahuayana,MX,18.7333,-103.6833,90.88,67,51,4.9,broken clouds
339,Soubre,CI,5.7856,-6.6083,70.47,98,86,2.46,overcast clouds
340,Mitsamiouli,KM,-11.3847,43.2844,76.03,67,0,6.67,clear sky
341,Brae,GB,60.3964,-1.353,53.51,95,100,11.23,overcast clouds
342,Hambantota,LK,6.1241,81.1185,79.65,82,34,18.88,scattered clouds
343,Tyukhtet,RU,56.5389,89.3011,56.68,69,100,4.09,overcast clouds
